"Year","Month","Effort.in.Licence.Days.Kept","Dungeness.Crab.Kept","Longitude","Latitude"
2022,10,3.78926165521622,0,-130.345675786993,54.3200715546813
2022,10,19.8552613207733,29.803759355539,-128.744469952567,53.9096968595359
2022,10,19.8552613207733,14.9018796777695,-129.071069468144,53.78312359287
2022,10,19.8552613207733,14.9018796777695,-128.973336651273,53.7683613400843
2022,10,19.8552613207733,14.9018796777695,-128.981291968208,53.7606001289328
2022,10,39.7105226415465,0,-128.885557094622,53.5746010762332
2022,10,2.94805194805195,2.86783804430864,-127.52645678378,52.3909450765574
2022,10,2.94805194805195,17.2070282658518,-127.760128493762,52.2940499273127
2022,10,5.8961038961039,28.6783804430864,-127.64683652741,52.0197284017755
2022,10,3.39027595269382,0,-127.579812682877,50.5750537998988
2022,10,18.9898182209707,0,-125.183020840278,50.2416455168982
2022,10,18.9898182209707,0,-125.172313823907,50.2417396712473
2022,10,61.9556468432627,173.016094077112,-123.789238283524,49.5118135305779
2022,10,32.3328432845048,57.8267737013658,-123.266805237316,49.4730425451826
2022,10,32.3328432845048,0,-122.880439201107,49.4613274356121
2022,10,32.3328432845048,28.9133868506829,-123.355240986721,49.4681179112839
2022,10,14.9873163208634,42.1518877871849,-123.791522516511,49.4640939817194
2022,10,14.9873163208634,0,-123.749973657678,49.4675918264996
2022,10,96.9985298535144,173.480321104097,-123.364820097978,49.4577085079602
2022,10,14.9873163208634,42.1518877871849,-123.750482395059,49.4571475046871
2022,10,14.9873163208634,0,-123.727119831432,49.4386570511035
2022,10,32.3328432845048,57.8267737013658,-123.255600425251,49.4293997971745
2022,10,32.3328432845048,0,-122.870402717004,49.4168071771935
2022,10,32.3328432845048,115.653547402732,-123.47500613125,49.4239858285668
2022,10,14.9873163208634,63.2278316807774,-123.656329157316,49.4101400437097
2022,10,14.9873163208634,63.2278316807774,-123.62880480346,49.4095408732511
2022,10,21.143348186995,50.5354576078897,-124.014979485709,49.3993038681459
2022,10,14.9873163208634,84.3037755743699,-123.588457559699,49.390643266436
2022,10,14.9873163208634,63.2278316807774,-123.562124312334,49.3900211728242
2022,10,14.9873163208634,84.3037755743699,-123.550844919763,49.3874202900661
2022,10,64.6656865690096,28.9133868506829,-123.506022644966,49.38694675313
2022,10,32.3328432845048,115.653547402732,-123.326517586929,49.3838375435928
2022,10,32.3328432845048,0,-123.31342663295,49.383242569223
2022,10,32.3328432845048,0,-122.8765855274,49.3726440310016
2022,10,29.9746326417268,147.531607255147,-123.547676988485,49.3805298752401
2022,10,32.3328432845048,0,-123.314938682095,49.3571884229387
2022,10,32.3328432845048,0,-122.903361166091,49.3363783062948
2022,10,32.3328432845048,0,-122.931390550325,49.3287220737704
2022,10,32.3328432845048,86.7401605520487,-123.179219102939,49.3255782441853
2022,10,32.3328432845048,28.9133868506829,-122.933280095465,49.3200048564024
2022,10,64.6656865690096,57.8267737013658,-123.207160927204,49.3184350030933
2022,10,129.331373138019,0,-122.943758019788,49.3113399964458
2022,10,32.3328432845048,28.9133868506829,-122.919276968367,49.3142657038869
2022,10,15.0281834860233,11.777006196823,-124.265398412641,49.3317467103168
2022,10,64.6656865690096,57.8267737013658,-122.947027609477,49.3002226426688
2022,10,64.6656865690096,0,-122.933883608995,49.3021476829102
2022,10,32.3328432845048,115.653547402732,-122.878416120412,49.2981411841314
2022,10,64.6656865690096,0,-122.868720773978,49.2983676207392
2022,10,15.0281834860233,35.3310185904689,-124.238261546684,49.3221542962641
2022,10,32.3328432845048,57.8267737013658,-123.235698276851,49.3011565326138
2022,10,32.3328432845048,0,-123.159246418208,49.2989983976456
2022,10,32.3328432845048,0,-122.974819453583,49.2957492338833
2022,10,32.3328432845048,0,-122.961180219177,49.2940818555286
2022,10,32.3328432845048,28.9133868506829,-122.933628440136,49.2949183364895
2022,10,64.6656865690096,57.8267737013658,-123.208786064122,49.2914579102106
2022,10,32.3328432845048,0,-123.195062178085,49.2911022916304
2022,10,32.3328432845048,28.9133868506829,-123.084049673912,49.2883226574808
2022,10,21.143348186995,25.2677288039448,-123.95055837352,49.2990756627368
2022,10,32.3328432845048,0,-123.195606126273,49.2821097428237
2022,10,14.9873163208634,0,-123.281100406668,49.2302567294241
2022,10,21.143348186995,25.2677288039448,-123.872302164274,49.2075212306426
2022,10,21.143348186995,50.5354576078897,-123.926800176167,49.1995590809918
2022,10,21.143348186995,25.2677288039448,-123.911475629397,49.1811571718267
2022,10,21.143348186995,25.2677288039448,-123.912388556335,49.1721979794687
2022,10,21.143348186995,0,-123.683552835535,49.141663787597
2022,10,21.143348186995,37.9015932059172,-123.905819210929,49.1377160231918
2022,10,7.5323119870284,19.731884057971,-125.874427959536,49.1460301158309
2022,10,7.5323119870284,6.57729468599035,-125.782320695863,49.1202286849972
2022,10,21.143348186995,25.2677288039448,-123.755061113485,49.0790575992469
2022,10,9.39613526570049,11.2753623188406,-125.970303762919,49.0934871127752
2022,10,14.9873163208634,0,-123.115226431904,49.0277422268373
2022,10,14.9873163208634,42.1518877871849,-122.96513693345,49.0236027405998
2022,10,14.9873163208634,63.2278316807774,-123.129425878303,49.0191122970052
2022,10,14.9873163208634,0,-123.103106240523,49.0184114608366
2022,10,14.9873163208634,84.3037755743699,-123.116439285926,49.0081236254437
2022,10,45.589931209791,86.3587509123931,-125.01029248156,48.9991079866444
2022,10,21.143348186995,12.6338644019724,-123.664835825572,48.9687125927361
2022,10,45.589931209791,172.717501824786,-124.974419755363,48.9788779686068
2022,10,21.143348186995,12.6338644019724,-123.613700601002,48.8600462441851
2022,10,21.143348186995,12.6338644019724,-123.602202245869,48.8595348319483
2022,10,21.1592712843826,0,-125.156257958187,48.8288383297383
2022,10,64.5922424814302,204.974718624975,-123.089012720007,48.7906914146351
2022,10,32.2961212407151,136.64981241665,-123.541762340602,48.7139691513478
2022,10,29.1265713886939,23.6968716079872,-123.517976050164,48.6503218539442
2022,10,29.1265713886939,11.8484358039936,-123.531958987087,48.6421779929105
2022,10,24.6110996946748,38.1912983100969,-123.406816181021,48.630144597616
2022,10,29.1265713886939,11.8484358039936,-123.506822063782,48.6049882912541
2022,10,24.6110996946748,38.1912983100969,-123.28635908265,48.4352256496548
2022,10,24.6110996946748,57.2869474651453,-123.262855560113,48.436653946888
2022,10,24.6110996946748,38.1912983100969,-123.273253795809,48.4284529122901
2022,10,24.6110996946748,38.1912983100969,-123.424257406088,48.4224803383471
2022,10,24.6110996946748,0,-123.410005154927,48.3952838949508
2022,10,13.0095748298181,20.4477849873363,-123.664216778678,48.3890035565503
2022,10,26.0191496596361,10.2238924936681,-123.655335088582,48.3909332669661
2022,10,24.6110996946748,76.3825966201938,-123.474274754887,48.3878194370934
